"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
0.92175144,0.43200925,0.91722834,0.15865919,0.74543273,0.21546242,0.57263404,0.6679847,0.6345581,0.64138395,0.17649621,0.8243836,0.27897513,0.8355552,0.7046461,0.7252804,0.7852908,0.6863518,0.40805277,0.51148516,0.45788494,0.55225897,0.7702658,0.5055663,0.67255926,0.10668366,0.675816,0.40937445,0.00012966082,0.0
0.97567123,0.40502056,0.90625477,0.2466516,0.7166965,0.23099086,0.5496074,0.67044663,0.6055801,0.68470705,0.35250124,0.71709925,0.63725626,0.889044,0.4821204,0.8508415,0.8139547,0.65383005,0.52989894,0.51559424,0.45230055,0.4872951,0.7853406,0.5179157,0.7024657,0.1643655,0.6511897,0.4128509,0.0021523698,0.0
0.7196647,0.50686973,0.6129347,0.59195733,0.64990294,0.1593948,0.46966156,0.7343937,0.3880545,0.44295007,0.60929406,0.4500269,0.5089785,0.32805815,0.5083214,0.47631592,0.41612294,0.44662,0.5560794,0.53904563,0.47801578,0.48380554,0.7803736,0.3775629,0.7346747,0.4958585,0.77576137,0.37314576,0.0,1.0
0.97066677,0.41195667,0.9030342,0.36388576,0.7384118,0.3009835,0.54849595,0.6808431,0.5981691,0.6903672,0.16288066,0.8050938,0.23901108,0.83021396,0.5503986,0.8343444,0.7666708,0.7507325,0.42952126,0.5061955,0.45758784,0.53017175,0.7725992,0.24204908,0.7234012,0.5253892,0.6496388,0.40977398,0.00068590575,0.0
0.9051393,0.43845734,0.93557817,0.35133642,0.7431228,0.2704672,0.5658156,0.6756522,0.5709041,0.67343897,0.25027254,0.8343828,0.22762021,0.8406666,0.52760386,0.71959233,0.8066921,0.70860183,0.5750594,0.50935996,0.45638123,0.5224829,0.7678106,0.47548392,0.73080266,0.24134836,0.63909197,0.4230983,0.004636671,0.0
0.97870135,0.399749,0.85807395,0.18044955,0.777272,0.37194544,0.54408765,0.6840017,0.6075942,0.6811479,0.24664892,0.69058913,0.7356243,0.88088816,0.5847722,0.8596648,0.8027141,0.649347,0.5455058,0.52324283,0.45016697,0.4636959,0.7828097,0.6006869,0.7361092,0.17328942,0.65196764,0.4133997,0.0030988937,0.0
0.95898813,0.40275303,0.86355543,0.31312346,0.7554292,0.267824,0.56697434,0.66707546,0.6375378,0.65621334,0.16785131,0.7458813,0.94439423,0.8879207,0.58998626,0.779228,0.7936145,0.6890136,0.4449566,0.5388355,0.45421776,0.48549244,0.76040804,0.215426,0.76700425,0.38606697,0.6429047,0.4164016,0.037885595,0.0
0.90748096,0.43896857,0.9217162,0.15426543,0.7474052,0.21824075,0.5722876,0.66798943,0.6102618,0.63113403,0.19635484,0.87515855,0.57010955,0.82455957,0.6768723,0.7255719,0.78447115,0.6678228,0.4055625,0.50747675,0.46016324,0.55279714,0.7676322,0.51551676,0.74509865,0.11680101,0.63939047,0.42506155,0.00012966082,0.0
0.9196479,0.42822987,0.9327073,0.27490816,0.7432619,0.27896225,0.5641021,0.67694867,0.5964219,0.65272975,0.09195277,0.8183476,0.49222684,0.81125313,0.67481995,0.8252648,0.75507957,0.7359945,0.31071037,0.5137304,0.46037623,0.5445588,0.7780235,0.29868555,0.6692131,0.1790734,0.6605527,0.41957882,0.0103210015,0.0
0.9193027,0.44209942,0.93098646,0.27233493,0.7415993,0.2346217,0.56749415,0.6730722,0.55974704,0.6689133,0.2832573,0.8721222,0.51365393,0.83269286,0.5646733,0.7930957,0.77023965,0.7173968,0.48944157,0.5216013,0.4529072,0.49103695,0.7791973,0.53179276,0.65047693,0.28702748,0.67690825,0.42791045,0.0011656508,0.0
0.9238529,0.43551427,0.9394988,0.32726073,0.75165325,0.25496072,0.56908053,0.6703213,0.5731145,0.67155516,0.14280969,0.8508661,0.53243273,0.79089683,0.37295318,0.7690806,0.78421175,0.6145297,0.30889565,0.5092618,0.4563641,0.5398184,0.7782324,0.5215038,0.5682044,0.41565454,0.6495716,0.40509418,0.0,0.0
0.9255034,0.42815948,0.86941,0.08601999,0.8057285,0.35441837,0.56705433,0.681404,0.622369,0.6433485,0.16998744,0.83470947,0.441063,0.8299426,0.68457216,0.7616031,0.75514317,0.7512837,0.49440187,0.52196324,0.4560949,0.5297642,0.76546526,0.6165918,0.71752053,0.10706103,0.67516243,0.40877917,0.00012966082,0.0
0.7293604,0.52007705,0.60664004,0.58464587,0.6238088,0.1859481,0.48316556,0.73090863,0.38531423,0.43944302,0.6120267,0.4453584,0.509599,0.32489914,0.50988233,0.48119733,0.41450796,0.44511363,0.55826044,0.5210698,0.4750333,0.48906776,0.78402525,0.38037586,0.74046326,0.502697,0.8018861,0.3557815,0.032793816,1.0
0.87674737,0.36791927,0.9170441,0.51009303,0.7040431,0.3271798,0.55218214,0.6329708,0.5485168,0.6654009,0.19707659,0.85829365,0.38290846,0.8425448,0.48609388,0.7926052,0.7968749,0.7644795,0.566567,0.6264257,0.43722126,0.48526815,0.7419997,0.44419214,0.7780327,0.32059303,0.6454473,0.45974296,0.114248045,0.0
0.9646041,0.40903604,0.9206467,0.37755033,0.7252783,0.2868072,0.55181056,0.67893285,0.63399243,0.6660254,0.23163772,0.9114974,0.4331751,0.797423,0.25477675,0.72010535,0.8073682,0.6446727,0.50533235,0.5085437,0.44925627,0.4819479,0.7818839,0.47876185,0.7359034,0.16586807,0.6609966,0.41518825,0.0045251627,0.0
0.96846783,0.4131692,0.9158491,0.3876951,0.7241546,0.26728097,0.55064,0.67692655,0.60427034,0.6852689,0.121048465,0.79766214,0.25873733,0.8227737,0.622921,0.8043743,0.78736734,0.68275046,0.35442787,0.5063244,0.45835203,0.53674537,0.77823,0.45973605,0.70582986,0.5132668,0.6499724,0.4134058,0.0029005127,0.0
0.9320641,0.43925923,0.91865027,0.35586488,0.7464173,0.26000005,0.5680087,0.6721191,0.57037216,0.6678081,0.15275615,0.8614944,0.60333234,0.8184746,0.6164666,0.7244577,0.79891515,0.66069454,0.5227196,0.5188326,0.45641214,0.5302512,0.78650695,0.45598286,0.5444565,0.17049505,0.6780816,0.4441486,0.0049530435,0.0
0.97510946,0.41622913,0.88298684,0.22578008,0.730787,0.20734683,0.56178063,0.6666927,0.63693565,0.6478644,0.16831957,0.8611687,0.4877743,0.8388684,0.7445886,0.739244,0.7829463,0.71208787,0.52076805,0.5098585,0.45680952,0.5313745,0.77307457,0.5116842,0.7993673,0.1535291,0.65710646,0.41419914,0.00012966082,0.0
0.8575137,0.3649938,0.9538786,0.22352436,0.76213956,0.21190731,0.5567549,0.675453,0.61668783,0.6305664,0.11058615,0.8704237,0.5785431,0.7843439,0.36944085,0.79571235,0.7736955,0.66573685,0.35741296,0.54807484,0.45758772,0.48690984,0.8003294,0.51533854,0.75109893,0.422786,0.63787735,0.42551202,0.02500898,0.0
0.92124,0.43665874,0.91943324,0.19475263,0.7484913,0.2442553,0.5672844,0.6741311,0.57178456,0.6584562,0.2884099,0.887822,0.588294,0.82359093,0.5327889,0.79490435,0.7680089,0.6758168,0.38646492,0.51664495,0.4562477,0.5241151,0.7760502,0.45436358,0.64352524,0.44037932,0.67200434,0.42230934,9.9838835e-05,0.0
0.9753325,0.4232065,0.8796591,0.30548546,0.7439402,0.24071333,0.5594674,0.67086196,0.6022434,0.66623473,0.100725494,0.80580807,0.40199018,0.8136889,0.7090554,0.8203647,0.7787605,0.72547376,0.4858156,0.5104423,0.44866315,0.4519846,0.7795178,0.31933397,0.72975415,0.31206104,0.6507149,0.41430205,0.00025672844,0.0
0.9732717,0.41474912,0.89241236,0.271072,0.73144615,0.23429751,0.5574176,0.6714453,0.6079049,0.66744196,0.16843016,0.8260847,0.37365055,0.8388065,0.7345582,0.775666,0.7893889,0.650905,0.43803892,0.50827724,0.45409343,0.50075483,0.78239584,0.4616522,0.70431536,0.4854948,0.64695317,0.41141334,9.9838835e-05,0.0
0.9202162,0.4414897,0.93056226,0.2722044,0.7391833,0.23431599,0.5667485,0.6739465,0.5661405,0.6697163,0.2720226,0.84920967,0.37833825,0.8408128,0.57749766,0.7955716,0.7719597,0.72609675,0.49019158,0.5180774,0.4525777,0.48659018,0.77897835,0.5272857,0.6453333,0.2877285,0.67658937,0.42747664,0.0005821771,0.0
0.9212117,0.43289042,0.9418153,0.34813666,0.73019874,0.25048888,0.56571484,0.6738611,0.55767334,0.67449933,0.12732187,0.7952747,0.38090122,0.8226979,0.6478573,0.83346677,0.769508,0.7136261,0.39457792,0.51948744,0.455934,0.4980187,0.7871256,0.5047717,0.62239903,0.4337532,0.647888,0.4161998,0.011123602,0.0
0.9683399,0.3955583,0.9019743,0.16807866,0.717395,0.24182218,0.55095345,0.6709589,0.7404623,0.62137353,0.32621384,0.8103452,0.8290428,0.8760831,0.5730262,0.74090236,0.7982954,0.80500704,0.5879123,0.5202495,0.45773572,0.55241776,0.7671875,0.44548357,0.779841,0.13544978,0.65917975,0.4157517,0.011974177,0.0
0.9786866,0.39972788,0.85806596,0.18046165,0.77726626,0.37194854,0.54409194,0.6840006,0.6075929,0.6811447,0.24664918,0.69058955,0.7356305,0.88089055,0.5847761,0.85966665,0.80271435,0.6493508,0.54549766,0.5232651,0.45017,0.46368825,0.78280073,0.6006892,0.7360961,0.17328387,0.65196335,0.41340584,0.0031313088,0.0
0.8514557,0.45823488,0.9483184,0.41592863,0.7385066,0.320497,0.5658483,0.6714514,0.6327539,0.7763616,0.29903853,0.8320434,0.40122414,0.76952857,0.686029,0.7399013,0.78904843,0.6910113,0.49534854,0.5511468,0.4471462,0.5387211,0.774958,0.38642418,0.70682317,0.3288267,0.696254,0.42315355,0.010878543,0.0
0.8304477,0.4624859,0.8691095,0.25585803,0.7384949,0.25090182,0.55732083,0.688059,0.63221896,0.7130508,0.08749262,0.8110437,0.39039302,0.8340068,0.7281306,0.79854393,0.7812898,0.6822676,0.46418673,0.5122707,0.44268778,0.47082525,0.7971417,0.26810592,0.7265093,0.31609583,0.68842906,0.36657757,0.0034995456,0.0
0.96986353,0.4062035,0.91574603,0.2848016,0.71985453,0.25960186,0.5502856,0.6746754,0.63567835,0.66070724,0.15521273,0.86960125,0.5616529,0.7980239,0.6129748,0.767065,0.79412663,0.6465447,0.4529926,0.513786,0.4544375,0.5156213,0.7817565,0.47115326,0.69175804,0.49038082,0.65196615,0.414024,0.0029316314,0.0
0.9792274,0.40050083,0.85835737,0.1800185,0.77747524,0.37183443,0.54393595,0.68403953,0.6076403,0.68126136,0.24664019,0.6905728,0.73540217,0.8808021,0.5846346,0.85960037,0.8027058,0.64920974,0.54579574,0.5224481,0.45005912,0.46396822,0.783127,0.600607,0.73657674,0.1734871,0.6521189,0.4131804,0.0019449124,0.0
0.90080863,0.47079432,0.87986237,0.3508635,0.78509146,0.20266709,0.5828703,0.6541968,0.5802398,0.6656663,0.26593098,0.8074715,0.5868853,0.6264775,0.7216023,0.79428303,0.86963207,0.8124123,0.46443415,0.5358138,0.448388,0.49717116,0.7570834,0.45485812,0.79789484,0.22283147,0.5969847,0.35465044,0.00032285546,0.0
0.9700337,0.36977333,0.89998394,0.20507029,0.6971235,0.24718681,0.54332674,0.67335093,0.5331965,0.71062213,0.13532542,0.750202,0.28901285,0.81849813,0.715565,0.7573678,0.8127929,0.7241487,0.38131255,0.5082162,0.45673838,0.5219936,0.7754264,0.44355878,0.70485,0.26134172,0.6558351,0.41828665,0.021783018,0.0
0.9634633,0.4129521,0.9339305,0.43431115,0.7227176,0.29466975,0.5479403,0.6784253,0.59384584,0.68823355,0.2129722,0.89612335,0.6687453,0.7872748,0.41735724,0.83007485,0.76035994,0.76475245,0.40209612,0.51931256,0.46075004,0.5611502,0.7710044,0.45401105,0.73932695,0.31336588,0.6588504,0.4176279,0.009352435,0.0
0.87569064,0.46180046,0.89462376,0.2262533,0.7272003,0.23960772,0.5567906,0.6887222,0.59879595,0.67151415,0.19097024,0.8435621,0.2661717,0.8539598,0.44857293,0.80457175,0.7801829,0.73177886,0.4806495,0.5134625,0.4536386,0.48528045,0.77927524,0.43595377,0.66582525,0.33864367,0.6505909,0.43446267,0.00012966082,0.0
0.9203471,0.42442223,0.9472701,0.33900538,0.72137463,0.28717706,0.5557555,0.6780379,0.6350643,0.6633958,0.04092458,0.7883715,0.27795094,0.8011151,0.6187175,0.7830566,0.78113055,0.7935507,0.5383249,0.51126105,0.46091735,0.56779104,0.7707745,0.38169715,0.62209076,0.24594007,0.66591245,0.4350366,0.009168317,0.0
0.9708768,0.38856637,0.8538576,0.18686093,0.7742489,0.3735962,0.5463438,0.6834389,0.6069075,0.67945975,0.2467787,0.6908319,0.73892784,0.8821683,0.5868196,0.86062324,0.80283713,0.651388,0.5411933,0.5350628,0.45177123,0.45964533,0.7780897,0.601876,0.7291553,0.17034915,0.6497174,0.41666117,0.020263394,0.0
0.97684187,0.39709148,0.85707194,0.1819732,0.7765536,0.37233773,0.54462385,0.68386793,0.607431,0.68074673,0.24667975,0.6906468,0.73640937,0.8811924,0.5852588,0.8598926,0.8027433,0.649832,0.5444809,0.5260518,0.45054823,0.4627333,0.781688,0.6009695,0.7344566,0.17259067,0.6514329,0.41417477,0.0071780235,0.0
0.9706946,0.40020332,0.9003329,0.2629282,0.72589165,0.27299157,0.54887736,0.67717385,0.6341889,0.66909015,0.17242408,0.8320439,0.33413762,0.82309747,0.5863006,0.82817334,0.76262695,0.7738188,0.5485253,0.51541,0.4544936,0.4994709,0.7738937,0.30023694,0.70597553,0.4981425,0.64807224,0.41173765,0.0070781843,0.0
0.65936005,0.5913163,0.5306018,0.7260504,0.5053781,0.18546924,0.43119413,0.76306444,0.26646015,0.31138116,0.6494013,0.24062169,0.5801572,0.24762845,0.5271917,0.17604893,0.10207158,0.0503366,0.65567344,0.48682237,0.49146554,0.44421467,0.78222024,0.5189365,0.75043947,0.21692447,0.70082027,0.3478597,0.059523396,1.0
0.9438919,0.47301832,0.83968765,0.37078446,0.76481515,0.18434428,0.57747966,0.6595387,0.60611445,0.676687,0.28794685,0.82762843,0.5660937,0.63627076,0.68079144,0.7978272,0.87429655,0.7987478,0.3949424,0.5448005,0.45012835,0.5152056,0.7826078,0.54241395,0.62724,0.17860119,0.6760477,0.37737793,0.00010113544,0.0
0.9566164,0.40324914,0.9195512,0.4572466,0.72454107,0.2909007,0.55391896,0.67695063,0.60954607,0.68001235,0.102075905,0.8549408,0.4842886,0.79124886,0.4017005,0.76206803,0.7974397,0.65883255,0.36630812,0.5224375,0.45919046,0.54156065,0.7682169,0.46507278,0.75319046,0.3250719,0.65629613,0.41958886,0.023897786,0.0
0.9680879,0.39442304,0.90815437,0.20235255,0.7078075,0.23391904,0.550037,0.6739475,0.66994524,0.64589095,0.26984578,0.87977964,0.35798812,0.82690704,0.6402248,0.7623724,0.78224653,0.7697593,0.5556842,0.51527035,0.46012306,0.552941,0.7732264,0.54351676,0.7382159,0.2954476,0.65568656,0.41516307,0.008816936,0.0
0.9051957,0.41141725,0.9344213,0.22622257,0.74285454,0.30191296,0.562479,0.6784718,0.53055614,0.6716918,0.16209108,0.8398557,0.5455129,0.808429,0.47547737,0.7174472,0.76730514,0.86270344,0.34100598,0.5059982,0.45378202,0.5155249,0.7711803,0.23401015,0.7766989,0.23254344,0.6590964,0.42035604,0.016013112,0.0
0.9009979,0.43972814,0.9193873,0.27851865,0.74314547,0.27835658,0.5597325,0.68660986,0.5733509,0.6564601,0.25147718,0.8708639,0.37093326,0.8419648,0.4801718,0.7389964,0.8066819,0.652117,0.46137533,0.5125869,0.4553796,0.5156005,0.77801704,0.39115152,0.65756565,0.33797997,0.67303276,0.422778,0.0022353525,0.0
0.0413664,0.84382325,0.030960381,0.66385245,0.25160965,0.08879848,0.30523843,0.9862595,0.43233654,0.45772207,0.45582804,0.5798335,0.65541893,0.6037451,0.5375497,0.48773468,0.43532532,0.36272752,0.5331087,0.5903513,0.4921351,0.38907772,0.7236577,0.47030658,0.9850724,0.23503935,0.7684891,0.4643528,0.012964785,1.0
